BindingSite1,BS1_rmsd,BindingSite2,BS2_rmsd,MC1,MC1_rmsd,NM1,NM1_rmsd,MC2,MC2_rmsd,NM2,NM2_rmsd,MC3,MC3_rmsd,NM3,NM3_rmsd,Md1,Md1_rmsd,Md2,Md2_rmsd,Md3,Md3_rmsd,Nd1,Nd1_rmsd,Nd2,Nd2_rmsd,Nd3,Nd3_rmsd,y
-5495,479.66279822391743,-5376,498.3955858552523,-5960,1096.4303397845201,-7550,438.794560890027,-6017,729.4006375100058,-6979,1026.3811377845961,-6976,709.9473501605662,-4470,803.1187707929618,-5804,418.1110020078384,-7378,891.7940120902352,-5166,394.66976350136093,-5951,498.86667475756917,-5270,701.7153268954573,-6214,1018.7833460421521,1
-5225,596.797696041131,-5262,428.76950684488145,-5497,154.64423687937284,-6072,491.9864327397642,-5951,423.90678220570754,-4787,455.5765577814557,-4572,752.8456795943933,-5010,550.6084271058704,-7427,719.2771062362264,-6203,651.8102561328714,-4867,426.57829293109,-5317,329.6969669256848,-6267,575.9402833627813,-5946,613.9646976822027,1
-4680,643.2222322028351,-5387,450.61983977628205,-5600,385.31557196666233,-6201,391.74034767942914,-6209,374.9663451564659,-5391,688.5338870239041,-6135,621.8080089545319,-5218,662.8164451792042,-6321,556.209394023517,-5181,205.53160340931046,-5084,215.8104724057666,-5745,324.8756069636502,-5325,422.62159197087635,-6571,614.9918373442018,1
-6920,816.9834004086061,-5330,434.55090610882644,-4677,733.3616661193385,-6349,482.8560862203147,-5071,676.540175728685,-6008,1050.420973811083,-5430,276.38489353616995,-5156,853.5809803410572,-6828,864.4321893590022,-4592,297.4547584647657,-5697,700.5009707345134,-5679,311.90244597064344,-5986,758.3394790145775,-6123,672.6433304508421,1
-2133,618.1423784210236,-2670,331.97079690840326,-3398,722.7687675584946,-4070,390.87313798725097,-2759,654.0223925830063,-3391,635.2288787477011,-3420,560.9994295897264,-2974,394.0203167350659,-3487,299.9017534600215,-3364,215.82131383664012,-2955,326.1524675650393,-2668,982.9595922518888,-4529,642.6674926996368,-3208,788.5838220788225,1
-4162,640.5940144569149,-4928,346.78142687388885,-4933,717.5689235188466,-5923,386.9586541221168,-5387,469.51566534036,-5656,907.2927642167109,-5369,708.5274588892119,-3773,256.4563120689367,-5812,271.53690356928536,-5576,849.5131311521926,-3977,270.6126565342885,-4999,387.71671359383,-5789,481.59096687437983,-5648,401.94167409588175,1
-5729,629.0815924822459,-5108,748.346391043381,-5730,1281.6442371490161,-6559,533.4840525967013,-5089,264.04797543881267,-4985,518.2149746967949,-4992,622.4169743829237,-5307,611.6476436642289,-6018,621.3754903438017,-6420,1091.096001447627,-5764,553.6436880642026,-5849,700.1409029264203,-5516,182.6697566648476,-5544,588.9502865267981,1
-4672,607.2857646940195,-5895,725.7106861553025,-4963,742.0949804438789,-6857,325.3343049848938,-5861,400.07380569090094,-4646,393.0822941827895,-5876,318.5914066245353,-5622,363.31238624632226,-5498,545.8455917198598,-6064,383.1177493624444,-5647,557.6634149511692,-6527,850.4501349866227,-5753,581.4323348421572,-6050,825.2741423308962,1
-5519,614.0208465516472,-5761,527.2206369253782,-5549,147.143689318023,-5854,350.4189492593188,-5983,583.5782381137897,-4664,401.5729572568397,-7854,1004.2333849051374,-5313,496.0843577457342,-7297,958.674858528688,-6129,605.1538729942996,-6055,579.0527523464474,-5486,534.31742542342,-5461,446.1910353200719,-5223,225.96789594983318,1
-3473,735.8158465268324,-3459,327.0590772322343,-4927,1018.5682519844293,-4776,156.028091804331,-4117,737.8731327267592,-3932,991.3734109809483,-4037,471.16159648256564,-2952,728.2599879164036,-5443,881.9484168589452,-4615,456.8748187414137,-4259,615.0378524936498,-3900,685.1191210293281,-5679,1220.7812111234743,-3884,1064.0992481906944,1
-6367,883.8846078533102,-5132,794.9476020468252,-5825,920.7590015247702,-6389,438.2000114103148,-5651,654.0713187413121,-4844,775.7442168653272,-4919,706.024787100283,-4088,811.0944211372682,-7770,1124.2225269047046,-6051,1256.3895733410086,-6640,940.7111352588557,-5630,348.049436143781,-6398,504.26168801526205,-6263,789.765591805567,1
-7728,986.1267416601598,-6018,344.19965136530647,-4994,694.9057562000748,-7292,652.6409457593353,-6162,713.5927877064485,-5787,918.9623768141988,-6314,480.1150252804009,-5366,350.2951469832174,-5166,124.7188838949449,-5641,552.1939514337299,-6258,824.2951347277296,-6347,658.4717622862744,-5072,597.4144290189182,-5043,528.162012181024,1
-4960,261.32974261457497,-6024,520.4879321367596,-5228,554.4018037488689,-6943,767.5725112326537,-5584,422.02584044108295,-3662,248.89761889451296,-5530,640.083931996417,-5618,1269.7524693157056,-5102,195.60618031589934,-3754,281.30074542204824,-6969,1168.961487817282,-5447,591.6960706308605,-5748,669.9141437527654,-5713,1479.3412757034787,1
-4668,768.4375200510592,-4585,917.0678491802013,-1777,851.1469386134871,-3954,274.14261405244093,-3784,612.6692862556331,-3605,651.0323801471022,-3685,1005.5847303932177,-3590,1134.5409252693846,-5234,919.4943229841076,-5142,1189.2614369566093,-3551,560.0480138146889,-3765,629.7402364722275,-4305,770.3746723526613,-2773,806.8770910120077,1
-7960,1627.9440899490378,-4970,1059.7996084166105,-6163,576.1111953217018,-6410,842.7960533248836,-6023,246.04397980848236,-6928,764.2857842456588,-6985,564.7043120076213,-4913,827.4130740215118,-6148,576.3553504566514,-6225,746.8970477917283,-7596,959.3828015969431,-7166,370.1532621766287,-6802,789.8032103702261,-6484,662.3344245922877,1
-6199,660.5927940162346,-5862,816.4676111151008,-5285,778.9680930564481,-6217,478.24171273788966,-4922,263.4670546555832,-4845,705.1044752287798,-5558,729.484201336807,-5139,369.8059551230182,-6589,690.657836351389,-5370,445.94658873008063,-4506,445.4269973856557,-5202,484.43149829796647,-6165,880.9264668518055,-5587,541.7778142375334,1
-3912,844.9785559409195,-6115,832.3915270598259,-4364,1049.3876547777752,-5980,451.70068205930716,-5085,385.41080680230294,-3469,378.3057097110735,-4821,481.1716533629139,-4604,408.03624869233636,-5810,654.4949885216828,-5220,428.2468914072798,-4836,488.6212106529965,-3971,580.1212091312914,-6642,1182.6586532047183,-5609,470.94527282901913,1
-5128,938.1866338847502,-4313,457.47222866529955,-4925,3343.4918648024254,-6738,733.1567976906496,-6010,413.54636983052035,-4701,669.9029855135755,-6510,747.7854304544859,-5005,1050.768866116617,-6319,458.32860603622396,-4624,590.2334754616651,-4722,776.0518088375311,-5459,587.870053668325,-5657,953.9456431055194,-6001,2029.7329110008532,1
-5389,424.25403946220956,-4668,393.1102262724776,-4462,936.7427394968166,-6314,249.39047696331943,-5519,208.70095831115898,-4890,673.4722637198928,-6235,503.28768115263694,-5408,601.2267910871841,-5649,356.008553268041,-5096,907.6508359495973,-5815,392.3139176730809,-5734,371.28572555377906,-6212,462.38346546541027,-7049,1104.9481254792024,1
-2787,155.422794010273,-3643,610.7660845200878,-4364,1291.3800525019738,-4975,558.7588030626439,-3391,151.1485692952487,-3693,226.78668391243622,-4000,745.1500967366695,-3778,390.39600407791187,-4793,538.8497580294488,-4101,1052.9934282795887,-3630,334.9583406932838,-3868,345.0713114705409,-5437,623.1761308009173,-3578,1074.4194758100762,1
-4877,583.716198164827,-5442,471.18914448079636,-5209,1433.4465494046165,-5814,435.28147215336526,-5268,791.5183131172635,-5651,812.8793055750017,-6313,455.98946814781135,-4820,419.4727762322628,-8347,1616.0595564520518,-5188,694.7889175857689,-5865,999.1851880407388,-4696,757.3010563837851,-5337,354.0596136245998,-4067,516.264089396111,1
-6146,907.2254405603935,-4503,431.175381950316,-4718,365.4744997944445,-6890,250.13630851900513,-5938,584.2143822642884,-5061,763.4167995771018,-6442,521.596433563505,-3940,831.2989895338499,-6689,521.387341618499,-6577,1175.144688963875,-6050,541.8452177513377,-5624,686.5021558596891,-5041,394.3164972455502,-5995,366.2764529696184,1
-3591,463.74712937116965,-5209,1256.828564283928,-3899,531.1894083093148,-4606,207.02946650175008,-3152,391.1127842451574,-2649,500.15738522988954,-4642,443.18330011407244,-3705,1089.5479291889822,-4402,599.604778166419,-3485,611.2279852886322,-3970,803.5797839267755,-3913,529.5346636434664,-3714,473.8945030278364,-3394,653.1225076507475,1
-5713,1744.1871987762668,-6703,1012.7547037659199,-6822,571.2799313821534,-7888,951.817793020862,-7247,1016.172431233991,-5979,330.6510386721929,-5343,853.2169770208168,-6197,1114.5299502480862,-8398,882.900107599949,-5430,569.1156385129437,-8303,1130.4976293650511,-7288,810.9738836732071,-6123,479.651696546567,-7698,1283.544331139364,1
-6166,521.6770648590918,-6271,804.5041951413305,-5319,736.6782812055777,-7327,730.442754282598,-5294,383.82683595601134,-4541,568.1864804298048,-5363,1121.0346504457389,-6223,1472.8569516419439,-5903,455.19897778334257,-3860,439.41324513492066,-6704,1372.2631817548697,-4678,382.7314114798158,-5667,327.72447777565895,-5493,1148.5640774462715,1
-3561,796.2384630247401,-3514,546.8300010057969,-4163,570.7491918522536,-4270,539.3393306446752,-2749,453.79228728571496,-2162,279.14519519418485,-4092,543.7602780637808,-3886,896.4439748249747,-3230,353.2958533580589,-4063,491.25094401944943,-4962,802.1361227216986,-2369,398.6707413392653,-3861,824.6452873811864,-1928,744.6770843795316,1
-4960,303.5073876777961,-6059,539.1281735357558,-5166,564.0465317684334,-6967,759.6118482488254,-5580,426.96161680205387,-3655,225.2342539131254,-5318,657.9398452746296,-5612,1298.7098251251296,-5155,201.0997541299142,-3806,293.91127913028106,-7039,1172.1677524996164,-5439,590.5775562955298,-5747,659.3390705850834,-5698,1449.9622098523803,1
-6768,522.4572326994836,-5767,578.2727367122662,-4517,1104.7908218300881,-6655,362.0926538884814,-6272,379.8323445943001,-6164,788.8489082200732,-6335,587.9140753545514,-6194,877.2266905804154,-6180,318.2131989719992,-6338,835.2293158169185,-7223,753.0975704497234,-5889,580.3975275619313,-5768,194.28033868614057,-7109,955.2579639959982,1
-6003,620.6660938056779,-7067,740.1265364787263,-5137,563.7064484286133,-6449,434.76969765612415,-6149,371.13003943745014,-5323,443.7754950422582,-5048,584.5291181797494,-5605,671.238174942397,-8346,826.0403682629501,-6058,1004.883321585149,-6864,597.8215787339934,-6030,732.9223696954537,-7347,630.6321352420923,-6763,828.4706150491993,1
-7507,1320.864338227057,-6919,1361.5209913916115,-6321,1618.958749350571,-7165,605.5475621286915,-6389,548.1509685980678,-4092,491.32294878216135,-7059,1623.9437059208672,-5302,841.9350568779025,-6379,897.0595311734525,-7109,828.0629410709067,-6170,510.2236372415569,-6223,870.4710430190597,-6492,533.4098093317727,-4805,975.2684963639504,1
-7621,1198.3783250710085,-6447,1078.1647554988997,-6170,679.1579754045122,-7269,679.3426307836102,-5879,477.87698207802407,-5231,375.95989147779596,-7032,440.5851223089586,-4094,450.4639583560222,-6287,749.8286537603119,-5735,456.72750081421407,-6256,725.569769215889,-5829,951.9513065278052,-5740,540.7389018740952,-6316,1278.2015842581309,1
-7238,1184.0493712595967,-6015,705.1809413193185,-5907,1495.130014413463,-6507,568.6989449612112,-6067,839.544585540942,-5156,632.0897483743897,-7157,1356.0414975987546,-5231,730.1249824516362,-5903,682.9722981205022,-6805,1030.5313386792288,-7002,724.231185464972,-6443,669.119122428883,-6628,842.2651997243337,-4971,501.18508557218496,1
-7041,1147.9788717567942,-6610,1267.0247669244677,-5901,1295.2437647022277,-6628,430.91799798529735,-5647,345.14879400049716,-5325,875.4244913183562,-7377,1164.3548428206923,-5509,969.271422254881,-6192,514.4176378905016,-6736,676.4190712864338,-6452,704.6955914032732,-5783,726.9552943613546,-6858,757.9204443739452,-5506,872.7895737232432,1
-7038,1097.5860057416892,-6610,1331.7183786371636,-5908,1277.3066389868957,-6624,458.7996684855713,-5654,356.3043783059628,-5322,870.6248101220173,-7381,1162.1037647301537,-5514,967.8155247773198,-6151,508.4181228618045,-6775,684.3619217928466,-6460,702.3701145249445,-5787,652.4750219901027,-6854,768.7032002014843,-5502,894.2996645420395,1
-7514,1370.4985305436207,-6509,1109.5560673831078,-5796,1099.0969929901544,-6969,272.53586919889466,-6198,555.7746283341837,-5146,1074.6836929999454,-6736,1103.6168538038914,-6071,960.2459175764405,-6346,913.6372584346626,-5263,384.6440432399745,-6041,717.2183001011667,-6828,892.6314130178139,-6540,533.6307805964742,-5749,1035.475354548115,1
-7038,1296.5679156912681,-6609,1324.6996791726062,-5918,1289.1881786612846,-6512,488.1548006268094,-5657,354.2220207722811,-5332,859.4939441322412,-7377,1164.0437105194967,-5510,942.9676611634143,-6170,510.80829193652676,-6745,676.1162621916435,-6445,704.8324903877289,-5781,723.3027813994928,-6850,752.1018813963984,-5505,894.9567643188151,1
-1551,1209.1632478701963,-6504,842.4734120433708,-6303,1334.9166415922762,-6529,869.2277952297665,-5719,720.9314619570348,-5629,846.0223164905295,-7094,946.5909148095599,-5545,642.4201818124997,-6755,863.6770461231416,-5475,485.2418881341489,-5913,703.7749356150756,-5757,957.0367589725539,-5700,709.1383221910916,-5663,796.4279063418131,0
-7464,1697.891150810322,-5679,487.2497521678761,-6579,1570.9757986678212,-8026,296.24418523231003,-7118,454.6039485090291,-5974,902.0101385239541,-7304,594.756179942879,-5034,367.4051869919243,-6182,352.77852825817655,-6810,719.7250864045238,-6008,774.4768298664586,-6960,474.71489799141546,-6690,565.9486195760143,-5780,860.7325949445632,1
-7220,463.98826426430225,-5519,621.8401804322431,-6590,1237.7414018193688,-7887,264.65753224686426,-6778,229.65115789167072,-6184,481.11490888930024,-5621,711.7051164910225,-5480,844.0162949687855,-7088,944.2365646383313,-6251,298.28348931846546,-6155,692.0018497085096,-6068,371.33837332007585,-5837,977.0744313738068,-6904,724.6358472440568,1
-5180,639.4208316906793,-4747,734.2231608986469,-4183,836.0482146885727,-5855,1052.879081376394,-5244,148.67935640298617,-4000,458.6590127752838,-5034,658.5362252754217,-2640,477.571942224416,-4684,209.3333923094892,-4427,565.3607343988452,-4155,1059.2298040452686,-5170,530.4878258106738,-5199,398.9976639060311,-4589,1194.6861554399975,1
-8004,1005.5328733437808,-6437,690.40950891482,-5991,1026.8374272691951,-7090,427.9380913169543,-6709,820.134994985584,-5706,496.50402818104106,-6936,903.3939561453778,-4136,244.76398836430957,-7723,874.3871911230135,-6220,556.4409611179581,-6863,1350.81919219413,-7623,518.9161179805461,-6782,892.6855269354394,-6338,1032.866012607637,1
-6644,759.1297324023608,-5460,382.0885892041286,-5412,163.46831497267084,-6435,428.89426435894325,-5966,310.19913954239667,-5154,498.7840275839266,-5114,253.44180791653142,-5209,536.8081687157915,-7801,723.0605023094606,-6078,388.7467170279357,-5849,421.9111280826805,-5730,239.24550152510736,-5432,212.76597472340217,-6766,754.310420185221,1
-7419,1384.542628451718,-6521,662.4546944676473,-5849,219.47029411745203,-6985,402.61849724148607,-6057,356.9577559126277,-5327,801.1095368300156,-5140,119.87472885177804,-6410,741.6824724907532,-8533,867.9818456482832,-5612,312.43477719356827,-5772,328.84064961543305,-6156,358.6884999550516,-5721,325.0230914873613,-7806,1118.4753953485113,1
-6000,589.6305811457067,-5308,487.5016307665068,-5670,348.4480592570444,-5925,493.2465639408956,-5533,548.9320945658434,-4454,1046.5805272409766,-5398,291.8179713366874,-5094,463.7907825733502,-5808,317.5849650093612,-5797,356.7590223105787,-5237,468.6624478235851,-5409,287.66183850718204,-6170,501.1587073971685,-6102,895.7415853103643,1
-5213,870.6492749666769,-4653,383.6450262584454,-5635,1407.0073525038883,-6620,501.41776771248584,-5364,666.4186205214978,-4683,458.8000544899709,-6204,557.0527443608923,-4595,472.89931275061053,-5371,464.1511499501028,-5037,706.1502743750801,-5150,468.97511055597084,-5434,295.2260997947154,-5367,215.9400148189217,-5613,588.8573341650767,1
-3690,730.3125662649137,-4053,783.4968091830368,-4204,1080.5445155105824,-4859,339.85474838524766,-5731,869.1003394315298,-3178,556.6284577705322,-3776,599.6345970672476,-2802,546.6873979808863,-4330,232.49045141682413,-3926,553.738710945876,-4594,915.4786507614464,-3465,250.1275723888436,-5461,701.4083332838301,-3501,844.1804850611185,1
-4258,1019.7029515378485,-2420,423.80448322310053,-3154,578.4598862496862,-3497,292.42860667178275,-2543,227.69705886832293,-3285,733.3348484832833,-3587,537.0886652825584,-2888,563.1821844123858,-3900,343.9173737978356,-3038,138.7227450708787,-2545,329.5339739693006,-3185,964.955211395845,-3691,578.0858154288192,-4181,1008.1295601260782,1
-5912,605.1104031497075,-5285,682.067804547318,-5141,1007.600008821843,-5785,899.2661674943635,-5218,554.9844682511375,-5118,670.0513786270434,-5191,905.6497336166968,-4340,312.71444000502254,-5709,241.75574450259413,-5374,583.217017927286,-4970,389.35695704584003,-4958,390.5291410381534,-5665,527.345275886684,-4772,631.4808073092971,1
-5767,630.8701222209752,-4738,475.12323664497416,-4843,1070.333406000205,-6396,662.8733212311349,-5244,175.17031712021551,-4307,629.856675838849,-6715,892.3327238199914,-5545,858.1913798474347,-6274,471.04000891644154,-5290,657.3059029097493,-5982,739.9874593531983,-5145,548.5581099573682,-5483,337.68535650809395,-5095,865.6810777619318,1
-5538,294.85420125885946,-5617,695.3894370320866,-5657,299.7532318424607,-6459,575.5160218082779,-5232,227.00193070370338,-4937,314.0388670212656,-5722,360.1518541180793,-5362,734.0135489212695,-5381,232.2414476358679,-5418,666.3727485424332,-5455,493.3063305923272,-5172,631.6590931823943,-6406,716.4116763425858,-6417,925.5623048973603,1
-2960,267.09340854631546,-3028,531.4296754980851,-3210,530.2492076582689,-4086,415.01861404038164,-2844,368.32877976069256,-3714,786.6232961208312,-4298,513.0120953739768,-3088,199.9740983227593,-3157,677.8291008801555,-2736,686.5079460574361,-2715,314.1849932762558,-3405,836.2092142520313,-2610,527.3847425425446,-3317,771.7241735231573,1
-5468,300.1182894365564,-4828,316.9366024933041,-5219,429.8905558394987,-5793,244.87099148150304,-5127,183.42489296174094,-5345,423.7392594509044,-5129,213.977730466995,-4363,380.55865367757445,-6293,294.76907911108134,-4892,391.7708513914716,-5119,250.60385072858594,-5069,212.5021411656749,-5433,406.18863829081283,-6138,715.0073845772495,1
-5732,389.7389951942197,-5201,614.5774564690762,-6453,756.5189026058778,-7237,424.496513531029,-5948,505.79364357071654,-6144,557.5147454175807,-7021,538.2430494181141,-5834,769.8103662591196,-6402,634.5434264098868,-6778,757.0301447102333,-6139,311.37445303043205,-5900,317.2589005843664,-5898,609.542689235137,-5751,490.39263605808765,1
-6418,728.4955578298195,-5273,599.7379880589399,-3967,706.8952635152157,-6015,586.0061091831724,-7255,864.5869302736437,-5697,803.6624229115102,-5929,848.1221374306888,-4507,1196.2127375932118,-5669,476.8986894509141,-5913,608.5569488552395,-6087,663.0060708621006,-5421,751.1235584109991,-6822,643.4083923722164,-6471,1160.6675837637588,1
-5430,978.2437119654803,-4046,348.92039206673644,-4201,661.7542141913407,-5914,672.295946737747,-6024,828.6695867175405,-4005,660.9913842101116,-5060,706.3290772947812,-4612,699.0862679240663,-5740,630.0706627037947,-5665,649.9952136575929,-5412,563.1233346257321,-5561,732.8125423477823,-5182,587.8258330492127,-5295,759.7103395373797,1
-5379,412.0748164120019,-5376,573.578076638219,-5962,608.5589207299464,-6598,654.0416417444676,-6304,812.5924466637626,-5220,613.4658996227909,-7587,863.4759058595696,-6099,742.5918731039312,-7145,920.4965833722542,-5736,622.9098581319952,-6138,1154.5599334811482,-7481,974.854701994096,-5840,570.6654098506424,-6270,647.2217626130922,0
-5967,633.4232787007443,-5867,711.8977173723734,-6061,356.53982947210613,-6923,708.5505984877093,-5468,542.7658795466059,-6443,931.773272904288,-5541,853.5728967112329,-5731,448.3872879554015,-6404,246.74650960044718,-5002,405.04291130693537,-5860,644.6600732168878,-6428,478.8764350017582,-6244,606.864762529508,-5916,835.3312157461821,0
-6451,427.73454384700284,-7507,1684.9531032049529,-6800,1078.1767016588701,-7085,1063.4807238497556,-5228,412.68982164440166,-3787,764.41483502088,-6294,1038.4222888594031,-7374,1241.2785324260321,-5809,621.3219274257106,-6681,810.7023018483566,-5388,885.4631782293372,-6759,973.1298423129349,-5749,868.9207156006818,-6493,775.9271470312145,1
-3406,392.59042270539436,-2981,697.2132815717163,-5648,860.7575791127274,-6170,1090.9490375215216,-2748,327.17084222161185,-4082,881.5551258996793,-4242,874.8294976736897,-5438,701.4030031583153,-4967,1082.9607564450343,-5075,1386.751271858079,-4437,1295.0073976622675,-4640,840.8367023388058,-4816,1035.237465512141,-4429,570.3422840607673,1
-3139,408.7319143127668,-1495,364.7744440907673,-4349,640.9513944130244,-3935,1541.5154102376014,-1174,245.49289195412518,-2831,847.6573090466729,-2964,613.6791995823233,-4479,839.7146181888229,-4810,1192.572269208014,-3580,969.7894665209558,-3164,1051.9519428186825,-2882,235.59230542400996,-3478,706.1906541437654,-5003,749.9842138256331,1
-4747,615.3860576906175,-4264,366.6488919934192,-6590,833.3435606039075,-6782,358.5997908532608,-3855,339.09137411617985,-5039,807.5880385444051,-4972,423.4112539836372,-6697,809.6083559351429,-6423,764.1913340660989,-5107,709.6099280590711,-5150,426.8843988716329,-4822,478.07478494478244,-5327,723.1362421365437,-6337,971.2746316052924,1
-6406,469.63037327242796,-3018,469.38110026283704,-6223,423.1329460110553,-6284,909.6045294522222,-3915,379.54124940512133,-3474,257.3092303047038,-6321,807.439062716188,-6241,1434.0661630482737,-5628,866.705278627055,-5799,1052.2072229366224,-4336,414.33797798415833,-5282,880.7060860468703,-5479,687.9888371187419,-5109,455.75493414773075,1
-3776,382.75945448806453,-3676,555.740991829827,-4949,1185.6496995318646,-4196,518.2304603166438,-3984,733.4123055962447,-2975,519.1405301072153,-4287,998.1820525335037,-4995,1352.4386296293005,-4156,1141.2019277936745,-5158,1216.7072326570596,-4050,1291.2718201758482,-2945,744.8020206739506,-3995,795.4946951425878,-4191,1415.4419239234085,1
-5904,666.5544538895499,-2404,664.1301754927265,-4402,239.34084482177107,-5142,788.645015200121,-4731,735.3792490953214,-3974,656.853682337246,-4345,315.0460918659349,-5205,616.2096721084497,-6801,885.1765304163943,-4633,374.4644300531093,-6336,1132.2372366249047,-6363,681.2572980694093,-4101,668.3251903078339,-3715,396.4377504728839,0
-7033,1152.7041944922403,-6993,855.7333148667541,-6383,480.68655067518,-7257,1041.826861815337,-7043,1139.340791861679,-5605,572.4493427369797,-6545,905.3636230819038,-5151,843.1089134862689,-6218,528.7991679267303,-6297,1010.5711256512329,-8355,1470.1604028132438,-5482,631.6708003382774,-5589,625.5759346394328,-6156,694.3457064027982,1
-5378,544.5306602937989,-5748,938.5002983483802,-6515,944.0822474763496,-7422,795.1475397685635,-5973,665.1351742315247,-5119,532.5973713791659,-5853,658.5660862814019,-5359,367.98782588557924,-7398,737.0869419546136,-6631,839.9347831825978,-6803,452.1202997345917,-7760,1084.8927320246962,-5145,474.8081823220851,-5808,524.7214499141439,1
-6052,782.7461174448583,-4445,336.65577282292367,-4572,351.85918900731343,-6158,424.2004243279393,-4661,425.02027525166375,-5226,403.84354566465464,-6694,384.3520318340987,-5424,848.2131254424464,-5345,511.75343696639123,-5382,280.5656983865133,-4628,275.4398502597472,-6269,516.2242578327756,-5214,280.755613097428,-5753,801.8967098905792,1
-4153,575.8679332479002,-2176,345.87541466420697,-3541,705.1855358698167,-4518,573.5558569029289,-3109,568.7527142792378,-3043,841.0755079063953,-3671,493.7203256905672,-2647,543.2348387207878,-3467,399.28762815794755,-3458,452.43197278706936,-2326,444.75503369832705,-3078,668.2680674699345,-3290,564.0646771426119,-4385,612.5344153596598,1
